bucket,confidence,currentBrand,fileId,guessedBrand,model,normalizedModel,oldBrand,previewUrl,reason,reviewStatus,rule,suggestedBrand,suggestionReason,title,viewerUrl
79xxx,medium,DO ROZPOZNANIA,1GT2V3xFZVgJtUnMBRXtcWwPoYbqWH_Wm,STHOR,79322,79322,DO ROZPOZNANIA,https://drive.google.com/file/d/1GT2V3xFZVgJtUnMBRXtcWwPoYbqWH_Wm/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79322.pdf,https://drive.google.com/file/d/1GT2V3xFZVgJtUnMBRXtcWwPoYbqWH_Wm/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1IsRnrFO1R2THlL1LQK77Ypo31MbVjjs4,STHOR,79324,79324,DO ROZPOZNANIA,https://drive.google.com/file/d/1IsRnrFO1R2THlL1LQK77Ypo31MbVjjs4/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79324.pdf,https://drive.google.com/file/d/1IsRnrFO1R2THlL1LQK77Ypo31MbVjjs4/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1GWWfU8FaTSuzxZwuLG32seT5tROWTmck,STHOR,79325,79325,DO ROZPOZNANIA,https://drive.google.com/file/d/1GWWfU8FaTSuzxZwuLG32seT5tROWTmck/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79325.pdf,https://drive.google.com/file/d/1GWWfU8FaTSuzxZwuLG32seT5tROWTmck/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1oyZ4lcC_7v3E1UYFEuhP0zPfk3tyQM5e,STHOR,79326,79326,DO ROZPOZNANIA,https://drive.google.com/file/d/1oyZ4lcC_7v3E1UYFEuhP0zPfk3tyQM5e/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79326.pdf,https://drive.google.com/file/d/1oyZ4lcC_7v3E1UYFEuhP0zPfk3tyQM5e/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1YaTOxhCF3vDnDaTOGwsdB_sU7Txpn_Zj,STHOR,79327,79327,DO ROZPOZNANIA,https://drive.google.com/file/d/1YaTOxhCF3vDnDaTOGwsdB_sU7Txpn_Zj/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79327.pdf,https://drive.google.com/file/d/1YaTOxhCF3vDnDaTOGwsdB_sU7Txpn_Zj/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,16EiP2d9Q2sOf7-Dicuz_2rcc4SzKDYZL,STHOR,79328,79328,DO ROZPOZNANIA,https://drive.google.com/file/d/16EiP2d9Q2sOf7-Dicuz_2rcc4SzKDYZL/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79328.pdf,https://drive.google.com/file/d/16EiP2d9Q2sOf7-Dicuz_2rcc4SzKDYZL/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1qdUDX0EOtPIXr1b2AeFgYnfqorq-ln8G,STHOR,79329,79329,DO ROZPOZNANIA,https://drive.google.com/file/d/1qdUDX0EOtPIXr1b2AeFgYnfqorq-ln8G/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79329.pdf,https://drive.google.com/file/d/1qdUDX0EOtPIXr1b2AeFgYnfqorq-ln8G/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1vgmfcKzACFbcs1VVBPjtEdTo2aR2pBhb,STHOR,79332,79332,DO ROZPOZNANIA,https://drive.google.com/file/d/1vgmfcKzACFbcs1VVBPjtEdTo2aR2pBhb/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79332.pdf,https://drive.google.com/file/d/1vgmfcKzACFbcs1VVBPjtEdTo2aR2pBhb/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1JGHK9WQjD2LCt3KXuCtwY2GutzX1NfXD,STHOR,79334,79334,DO ROZPOZNANIA,https://drive.google.com/file/d/1JGHK9WQjD2LCt3KXuCtwY2GutzX1NfXD/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79334.pdf,https://drive.google.com/file/d/1JGHK9WQjD2LCt3KXuCtwY2GutzX1NfXD/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1TEeecaBvzMZdhcn5TXr4bi_AGJ2Xj0Bg,STHOR,79350,79350,DO ROZPOZNANIA,https://drive.google.com/file/d/1TEeecaBvzMZdhcn5TXr4bi_AGJ2Xj0Bg/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79350.pdf,https://drive.google.com/file/d/1TEeecaBvzMZdhcn5TXr4bi_AGJ2Xj0Bg/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1ld_yETXV-b5ycKSO6Y2bQf5-eSnRRpGC,STHOR,79352,79352,DO ROZPOZNANIA,https://drive.google.com/file/d/1ld_yETXV-b5ycKSO6Y2bQf5-eSnRRpGC/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79352.pdf,https://drive.google.com/file/d/1ld_yETXV-b5ycKSO6Y2bQf5-eSnRRpGC/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1CaDkhthstYF77Q9AZUbDAwFsDDKqTe4R,STHOR,79353,79353,DO ROZPOZNANIA,https://drive.google.com/file/d/1CaDkhthstYF77Q9AZUbDAwFsDDKqTe4R/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79353.pdf,https://drive.google.com/file/d/1CaDkhthstYF77Q9AZUbDAwFsDDKqTe4R/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1fIF9WHrNgLi-khmNi6x6g1v-eEsBqjpJ,STHOR,79355,79355,DO ROZPOZNANIA,https://drive.google.com/file/d/1fIF9WHrNgLi-khmNi6x6g1v-eEsBqjpJ/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79355.pdf,https://drive.google.com/file/d/1fIF9WHrNgLi-khmNi6x6g1v-eEsBqjpJ/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1G8UPDUL1FPZRlyn7w7n6MiYBvJAgYZPl,STHOR,79358,79358,DO ROZPOZNANIA,https://drive.google.com/file/d/1G8UPDUL1FPZRlyn7w7n6MiYBvJAgYZPl/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79358.pdf,https://drive.google.com/file/d/1G8UPDUL1FPZRlyn7w7n6MiYBvJAgYZPl/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1I1jRucw1ArY1Hf3XABAig_8fBDNV04hW,STHOR,79363,79363,DO ROZPOZNANIA,https://drive.google.com/file/d/1I1jRucw1ArY1Hf3XABAig_8fBDNV04hW/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79363.pdf,https://drive.google.com/file/d/1I1jRucw1ArY1Hf3XABAig_8fBDNV04hW/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1rnZdVpUvx5F0v2VrAp3Q67YUE5T9IuGl,STHOR,79364,79364,DO ROZPOZNANIA,https://drive.google.com/file/d/1rnZdVpUvx5F0v2VrAp3Q67YUE5T9IuGl/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79364.pdf,https://drive.google.com/file/d/1rnZdVpUvx5F0v2VrAp3Q67YUE5T9IuGl/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,13ow-9JWomY4LzCxXu6feqxCDg8Ymd9lJ,STHOR,79376,79376,DO ROZPOZNANIA,https://drive.google.com/file/d/13ow-9JWomY4LzCxXu6feqxCDg8Ymd9lJ/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79376.pdf,https://drive.google.com/file/d/13ow-9JWomY4LzCxXu6feqxCDg8Ymd9lJ/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1L7hIuvjR4TjaAYHBwXc3XkYR0R1iWgNu,STHOR,79379,79379,DO ROZPOZNANIA,https://drive.google.com/file/d/1L7hIuvjR4TjaAYHBwXc3XkYR0R1iWgNu/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79379.pdf,https://drive.google.com/file/d/1L7hIuvjR4TjaAYHBwXc3XkYR0R1iWgNu/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1W19cNIBj_lhpFtxU6HQkiKFxzpCR_loD,STHOR,79382,79382,DO ROZPOZNANIA,https://drive.google.com/file/d/1W19cNIBj_lhpFtxU6HQkiKFxzpCR_loD/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79382.pdf,https://drive.google.com/file/d/1W19cNIBj_lhpFtxU6HQkiKFxzpCR_loD/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,17IcUHyl1__cifb_edar0k8FQiSw488PM,STHOR,79383,79383,DO ROZPOZNANIA,https://drive.google.com/file/d/17IcUHyl1__cifb_edar0k8FQiSw488PM/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79383.pdf,https://drive.google.com/file/d/17IcUHyl1__cifb_edar0k8FQiSw488PM/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1DJkQ_K_y7pOFgbFyaNmWdNXflAPDS2pK,STHOR,79385,79385,DO ROZPOZNANIA,https://drive.google.com/file/d/1DJkQ_K_y7pOFgbFyaNmWdNXflAPDS2pK/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79385.pdf,https://drive.google.com/file/d/1DJkQ_K_y7pOFgbFyaNmWdNXflAPDS2pK/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1E9BxLTaqHMDjzqSItlyBAWx4aw1V0w6G,FLO,79410,79410,DO ROZPOZNANIA,https://drive.google.com/file/d/1E9BxLTaqHMDjzqSItlyBAWx4aw1V0w6G/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79410.pdf,https://drive.google.com/file/d/1E9BxLTaqHMDjzqSItlyBAWx4aw1V0w6G/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1xrAhK5QF5-YW4eeO9lONU6-Bz2jkrSTW,FLO,79413,79413,DO ROZPOZNANIA,https://drive.google.com/file/d/1xrAhK5QF5-YW4eeO9lONU6-Bz2jkrSTW/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79413.pdf,https://drive.google.com/file/d/1xrAhK5QF5-YW4eeO9lONU6-Bz2jkrSTW/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1ULnYr6XzoC6rn3hsBlVH_kHTlJaHQcQV,FLO,79415,79415,DO ROZPOZNANIA,https://drive.google.com/file/d/1ULnYr6XzoC6rn3hsBlVH_kHTlJaHQcQV/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79415.pdf,https://drive.google.com/file/d/1ULnYr6XzoC6rn3hsBlVH_kHTlJaHQcQV/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,15Fu2WKccqb9BIdekxqzxd0IfhVftSoIn,FLO,79416,79416,DO ROZPOZNANIA,https://drive.google.com/file/d/15Fu2WKccqb9BIdekxqzxd0IfhVftSoIn/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79416.pdf,https://drive.google.com/file/d/15Fu2WKccqb9BIdekxqzxd0IfhVftSoIn/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1bQwbvkQve6FX_LGMtnSLASCXOnFdp8PE,FLO,79420,79420,DO ROZPOZNANIA,https://drive.google.com/file/d/1bQwbvkQve6FX_LGMtnSLASCXOnFdp8PE/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79420.pdf,https://drive.google.com/file/d/1bQwbvkQve6FX_LGMtnSLASCXOnFdp8PE/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1Cp5EHgyph5M7lP2NUrrAPUYOSVLyGDc-,FLO,79442,79442,DO ROZPOZNANIA,https://drive.google.com/file/d/1Cp5EHgyph5M7lP2NUrrAPUYOSVLyGDc-/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79442.pdf,https://drive.google.com/file/d/1Cp5EHgyph5M7lP2NUrrAPUYOSVLyGDc-/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1CxogqD5EF7cbK9U3UHP8CS2eK0C5doOH,FLO,79448,79448,DO ROZPOZNANIA,https://drive.google.com/file/d/1CxogqD5EF7cbK9U3UHP8CS2eK0C5doOH/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79448.pdf,https://drive.google.com/file/d/1CxogqD5EF7cbK9U3UHP8CS2eK0C5doOH/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1VeXLlB-EcMdEkVppp-r_BQMZWFYZzjpe,FLO,79456,79456,DO ROZPOZNANIA,https://drive.google.com/file/d/1VeXLlB-EcMdEkVppp-r_BQMZWFYZzjpe/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79456.pdf,https://drive.google.com/file/d/1VeXLlB-EcMdEkVppp-r_BQMZWFYZzjpe/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1hl9krHukNLE3RVliQlT6yVHRhNFUul3c,FLO,79473,79473,DO ROZPOZNANIA,https://drive.google.com/file/d/1hl9krHukNLE3RVliQlT6yVHRhNFUul3c/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79473.pdf,https://drive.google.com/file/d/1hl9krHukNLE3RVliQlT6yVHRhNFUul3c/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1Htw1eeObgKaQ6DxfRqnBy3A3303MBRE5,FLO,79474,79474,DO ROZPOZNANIA,https://drive.google.com/file/d/1Htw1eeObgKaQ6DxfRqnBy3A3303MBRE5/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79474.pdf,https://drive.google.com/file/d/1Htw1eeObgKaQ6DxfRqnBy3A3303MBRE5/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1Zy1lTUqRWOsRcn-HjJhkC_riKOItfiFR,FLO,79475,79475,DO ROZPOZNANIA,https://drive.google.com/file/d/1Zy1lTUqRWOsRcn-HjJhkC_riKOItfiFR/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79475.pdf,https://drive.google.com/file/d/1Zy1lTUqRWOsRcn-HjJhkC_riKOItfiFR/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1Qfj3gccwq4ZQSc3GUQhl2xiZDM6sinab,FLO,79476,79476,DO ROZPOZNANIA,https://drive.google.com/file/d/1Qfj3gccwq4ZQSc3GUQhl2xiZDM6sinab/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79476.pdf,https://drive.google.com/file/d/1Qfj3gccwq4ZQSc3GUQhl2xiZDM6sinab/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1n9MqSPSgDhm7yueR4VVHYYhiXnoJe7Fh,FLO,79477,79477,DO ROZPOZNANIA,https://drive.google.com/file/d/1n9MqSPSgDhm7yueR4VVHYYhiXnoJe7Fh/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79477.pdf,https://drive.google.com/file/d/1n9MqSPSgDhm7yueR4VVHYYhiXnoJe7Fh/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1yKiRRS4Fsb3GkRb3hC920FR1Or8qEDKh,FLO,79478,79478,DO ROZPOZNANIA,https://drive.google.com/file/d/1yKiRRS4Fsb3GkRb3hC920FR1Or8qEDKh/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79478.pdf,https://drive.google.com/file/d/1yKiRRS4Fsb3GkRb3hC920FR1Or8qEDKh/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,14ftwGyWPhL6e4w_C1mESAMU3W4U2qiYH,FLO,79479,79479,DO ROZPOZNANIA,https://drive.google.com/file/d/14ftwGyWPhL6e4w_C1mESAMU3W4U2qiYH/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79479.pdf,https://drive.google.com/file/d/14ftwGyWPhL6e4w_C1mESAMU3W4U2qiYH/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1DTrlNG7y0ycvw3mAwXk65eFJFTOKTq7J,FLO,79481,79481,DO ROZPOZNANIA,https://drive.google.com/file/d/1DTrlNG7y0ycvw3mAwXk65eFJFTOKTq7J/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79481.pdf,https://drive.google.com/file/d/1DTrlNG7y0ycvw3mAwXk65eFJFTOKTq7J/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1_ucLohX-tvAcoOnbK4KlWhipxvfx4cKg,FLO,79482,79482,DO ROZPOZNANIA,https://drive.google.com/file/d/1_ucLohX-tvAcoOnbK4KlWhipxvfx4cKg/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79482.pdf,https://drive.google.com/file/d/1_ucLohX-tvAcoOnbK4KlWhipxvfx4cKg/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1k1Z3KpTng7K8qnMWEqVSh62KNCOnEmZa,FLO,79484,79484,DO ROZPOZNANIA,https://drive.google.com/file/d/1k1Z3KpTng7K8qnMWEqVSh62KNCOnEmZa/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79484.pdf,https://drive.google.com/file/d/1k1Z3KpTng7K8qnMWEqVSh62KNCOnEmZa/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1ewlH798OFiFFFyebLpU1hfvC8ZH57VzF,FLO,79487,79487,DO ROZPOZNANIA,https://drive.google.com/file/d/1ewlH798OFiFFFyebLpU1hfvC8ZH57VzF/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79487.pdf,https://drive.google.com/file/d/1ewlH798OFiFFFyebLpU1hfvC8ZH57VzF/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1fWpbgqkMtWXdvlknZMES0MyAjmvyp7Ss,FLO,79493,79493,DO ROZPOZNANIA,https://drive.google.com/file/d/1fWpbgqkMtWXdvlknZMES0MyAjmvyp7Ss/preview,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,guessed_needs_confirmation,range_794_flo,FLO,Podzakres 794xx; w seedzie potwierdzone FLO 79444 i 79467.,Czesci_zamienne_79493.pdf,https://drive.google.com/file/d/1fWpbgqkMtWXdvlknZMES0MyAjmvyp7Ss/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1nubcwICBkz07C_Wz-38vvANbJwuWL10o,STHOR,79500,79500,DO ROZPOZNANIA,https://drive.google.com/file/d/1nubcwICBkz07C_Wz-38vvANbJwuWL10o/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79500.pdf,https://drive.google.com/file/d/1nubcwICBkz07C_Wz-38vvANbJwuWL10o/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1wKITWq4Ha7rW5y47fObocPxkClfUsR8z,STHOR,79725,79725,DO ROZPOZNANIA,https://drive.google.com/file/d/1wKITWq4Ha7rW5y47fObocPxkClfUsR8z/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79725.pdf,https://drive.google.com/file/d/1wKITWq4Ha7rW5y47fObocPxkClfUsR8z/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1nqV36xlOegW408l_G2ibUmMd48mbWB2x,STHOR,79734,79734,DO ROZPOZNANIA,https://drive.google.com/file/d/1nqV36xlOegW408l_G2ibUmMd48mbWB2x/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79734.pdf,https://drive.google.com/file/d/1nqV36xlOegW408l_G2ibUmMd48mbWB2x/view?usp=drivesdk
79xxx,medium,DO ROZPOZNANIA,1v6HHKusS2bVzyVoyLkWSDQ9Ww5nUkh5F,STHOR,79771,79771,DO ROZPOZNANIA,https://drive.google.com/file/d/1v6HHKusS2bVzyVoyLkWSDQ9Ww5nUkh5F/preview,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,guessed_needs_confirmation,range_79_sthor,STHOR,Zakres 79xxx; w seedzie wiele potwierdzonych STHOR 79005/79030/791xx/79354.,Czesci_zamienne_79771.pdf,https://drive.google.com/file/d/1v6HHKusS2bVzyVoyLkWSDQ9Ww5nUkh5F/view?usp=drivesdk
